bedrooms,bathrooms,toilets,parking_space,property_type,town,state,total_rooms,price
4,5,5,6,Semi Detached Duplex,Ibadan,Oyo,20,65000000
3,3,4,4,Block of Flats,Victoria Island (VI),Lagos,14,160000000
4,4,5,4,Block of Flats,Lekki,Lagos,17,90000000
3,3,4,2,Block of Flats,Kaura,Abuja,12,25000000
4,5,5,2,Terraced Duplexes,Lekki,Lagos,16,60000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,17,200000000
6,6,7,4,Detached Duplex,Gwarinpa,Abuja,23,78000000
4,5,5,5,Semi Detached Duplex,Ajah,Lagos,19,68000000
5,6,7,1,Detached Duplex,Owerri Municipal,Imo,19,150000000
3,2,3,4,Detached Bungalow,Ajah,Lagos,12,30000000
4,5,5,4,Terraced Duplexes,Wuse 2,Abuja,18,200000000
3,4,4,4,Detached Duplex,Ikorodu,Lagos,15,35000000
5,5,5,6,Detached Bungalow,Ibadan,Oyo,21,9000000
5,5,6,6,Semi Detached Duplex,Enugu,Enugu,22,150000000
3,4,4,4,Block of Flats,Osogbo,Osun,15,25000000
6,8,7,6,Detached Duplex,Life Camp,Abuja,27,170000000
3,3,4,7,Detached Bungalow,Lokogoma District,Abuja,17,30000000
5,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,19,110000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,63000000
4,5,5,5,Detached Duplex,Apo,Abuja,19,70000000
5,6,5,7,Detached Duplex,Lekki,Lagos,23,190000000
5,6,6,1,Detached Duplex,Ajah,Lagos,18,68000000
4,4,5,4,Detached Duplex,Galadimawa,Abuja,17,135000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,16,61000000
6,6,6,4,Detached Bungalow,Victoria Island (VI),Lagos,22,500000000
4,7,7,7,Detached Duplex,Ibadan,Oyo,25,45000000
4,5,6,6,Detached Duplex,Lekki,Lagos,21,90000000
3,3,4,3,Terraced Duplexes,Ajah,Lagos,13,40000000
4,4,5,5,Detached Duplex,Lekki,Lagos,18,170000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,280000000
3,5,4,4,Semi Detached Duplex,Gwarinpa,Abuja,16,35000000
5,5,6,3,Terraced Duplexes,Victoria Island (VI),Lagos,19,200000000
7,7,8,7,Detached Duplex,Port Harcourt,Rivers,29,45000000
1,2,2,8,Detached Bungalow,Abeokuta South,Ogun,13,9000000
5,5,6,6,Detached Duplex,Magodo,Lagos,22,300000000
4,5,5,4,Semi Detached Duplex,Magboro,Ogun,18,19500000
3,5,5,4,Detached Bungalow,Alimosho,Lagos,17,20000000
3,3,4,4,Detached Bungalow,Port Harcourt,Rivers,14,33000000
1,1,2,1,Detached Duplex,Enugu,Enugu,5,130000000
4,4,4,4,Block of Flats,Ibadan,Oyo,16,180000000
4,5,5,3,Detached Bungalow,Ayobo,Lagos,17,30000000
3,3,4,8,Detached Bungalow,Port Harcourt,Rivers,18,38000000
2,2,3,6,Block of Flats,Port Harcourt,Rivers,13,65000000
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,16,47000000
3,5,5,6,Detached Bungalow,Ibadan,Oyo,19,22000000
4,4,5,3,Detached Bungalow,Galadimawa,Abuja,16,30000000
3,4,4,4,Terraced Duplexes,Lekki,Lagos,15,55000000
3,3,3,6,Detached Bungalow,Ikeja,Lagos,15,17000000
4,4,5,2,Terraced Duplexes,Dape,Abuja,15,45000000
5,5,6,4,Terraced Duplexes,Ikoyi,Lagos,20,250000000
4,5,5,2,Semi Detached Duplex,Lekki,Lagos,16,75000000
3,6,4,5,Detached Bungalow,Ajah,Lagos,18,18500000
5,7,9,6,Detached Duplex,Lekki,Lagos,27,130000000
3,3,4,4,Semi Detached Duplex,Magodo,Lagos,14,35000000
6,6,6,4,Detached Duplex,Lugbe District,Abuja,22,100000000
4,5,5,4,Detached Duplex,Yaba,Lagos,18,120000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,16,165000000
4,5,5,4,Block of Flats,Lekki,Lagos,18,370000000
3,3,4,2,Semi Detached Duplex,Lekki,Lagos,12,33000000
2,5,5,4,Terraced Bungalow,Isolo,Lagos,16,12500000
3,3,3,2,Detached Bungalow,Ibeju Lekki,Lagos,11,13000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,16,150000000
3,4,4,2,Detached Bungalow,Lekki,Lagos,13,10000000
4,4,5,4,Semi Detached Duplex,Mabushi,Abuja,17,165000000
4,4,5,2,Terraced Duplexes,Victoria Island (VI),Lagos,15,300000000
1,5,5,4,Terraced Duplexes,Lekki,Lagos,15,22000000
4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,16,100000000
4,4,4,4,Terraced Duplexes,Enugu,Enugu,16,34000000
3,4,5,3,Terraced Duplexes,Katampe,Abuja,15,75000000
2,5,3,3,Detached Bungalow,Epe,Lagos,13,12000000
5,5,5,3,Detached Duplex,Agege,Lagos,18,80000000
4,4,5,4,Semi Detached Duplex,Enugu,Enugu,17,55000000
6,6,7,1,Detached Bungalow,Port Harcourt,Rivers,20,50000000
3,3,4,4,Detached Bungalow,Magodo,Lagos,14,45000000
4,4,4,8,Detached Bungalow,Ikorodu,Lagos,20,15000000
5,5,6,6,Detached Duplex,Ikeja,Lagos,22,190000000
3,3,3,3,Block of Flats,Sango Ota,Ogun,12,16000000
2,2,3,2,Block of Flats,Ikorodu,Lagos,9,22000000
3,5,5,4,Detached Bungalow,Ikorodu,Lagos,17,15000000
